 ,PARTNERNR,last_name,first_name,TEL_PORTAL_MOBIL,EMAIL_PORTAL,GEB_D,GESCHLECHT,SPRACHE,STRASSE,HAUSNUMMER,PLZ,ORT,LAND,ZAHLUNGSPROFIL,ZAHLUNGSMITTEL_INKASSO ,ZAHLUNGSADRESSETYP_INKASSO,BANK_INKASSO,ZAHLUNGSMITTEL_EXKASSO,ZAHLUNGSADRESSETYP_EXKASSO,BANK_EXKASSO,GRUNDVERSICHERUNG_MODELL,PRODUKT,PRODUKT_PORTFOLIO,GESETZ,PRODUKTEPRÄMIE,GESAMTPRÄMIE,HAUSARZT,FRANCHISE
96543512,96543512,Kergroach,Stéphane,41989195362,Stephane.Kergroach@mymail.com,1/19/1956,m,DE,Eschenhofstrasse,4,9500,Wil SG,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Standard,"CURA,HOSPITAL ECO,SANA,TOP,","Helsana BASIS Standard,CURA,HOSPITAL ECO,SANA,TOP,","KVGO,VVG,VVG,VVG,VVG,","547.65,20.8,10.8,20.95,23.9,",624.1,  ,300
96543512,96543513,Oertli,Magribe,,,6/23/1960,w,DE,Eschenhofstrasse,4,9500,Wil SG,CH,,,,,,,,Helsana BASIS Standard,"HOSPITAL ECO,PREVEA Unfall,SANA,TOP,","Helsana BASIS Standard,HOSPITAL ECO,PREVEA Unfall,SANA,TOP,","KVGO,VVG,VVG,VVG,VVG,","536.05,10.1,10.95,27.6,22.75,",607.45,  ,500
96579774,96579774,Godin,Salome,41981207912,Salome.Godin@mymail.com,11/23/1966,w,DE,Im Willenhof,2,8182,Hochfelden,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BeneFit PLUS Telemedizin,"COMPLETA,PREVEA Unfall,","Helsana BeneFit PLUS Telemedizin,COMPLETA,PREVEA Unfall,","KVGO,VVG,VVG,","401.05,73.55,10.95,",485.55,  ,300
97026534,97026534,Niederhauser,Katia,,,8/22/1956,w,DE,Seehaldenstrasse,12,5712,Beinwil am See,CH,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Standard,"CURA,DENTAplus,HOSPITAL ECO,PRESANA,","Helsana BASIS Standard,CURA,DENTAplus,HOSPITAL ECO,PRESANA,","KVGO,VVG,VVG,VVG,VVG,","524.65,24.35,29.9,8.6,5,",592.5,  ,300
97050405,97050405,Bersier,Eliane,41987123720,Eliane.Bersier@mymail.com,1/17/1992,w,DE,Pfarrweg,10,5615,Fahrwangen,CH,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Standard,"HOSPITAL ECO,PREVEA Unfall,TOP,","Helsana BASIS Standard,HOSPITAL ECO,PREVEA Unfall,TOP,","KVGO,VVG,VVG,VVG,","368.25,3.25,9.95,16.85,",398.3,  ,2500
97074916,97074916,Pescoll,Maximilian,41988528043,Maximilian.Pescoll@mymail.com,12/22/1984,m,DE,Haldenstrasse,28A,4313,Möhlin,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BeneFit PLUS Hausarzt,"HOSPITAL ECO,Helsana Advocare PLUS,PREVEA Unfall,PRIMEO,TOP,","Helsana BeneFit PLUS Hausarzt,HOSPITAL ECO,Helsana Advocare PLUS,PREVEA Unfall,PRIMEO,TOP,","KVGO,VVG,VVG,VVG,VVG,VVG,","407.85,3.45,9.8,11.6,18.2,13.7,",464.6,I324219 Berzins Hausärzte AG ,500
97110593,97110593,Matthes,Gisbert,,,8/21/1977,m,DE,Dettigenstrasse,1A,3037,Herrenschwanden,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),,"COMPLETA,HOSPITAL ECO,","COMPLETA,HOSPITAL ECO,","VVG,VVG,","55.35,2.9,",58.25,  ,
100064555,100064555,Billens,Valentine,41984191298,Valentine.Billens@mymail.com,2/28/1982,w,DE,Neuholzstrasse,14,8636,Wald ZH,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"COMPLETA,HOSPITAL ECO,HOSPITAL EXTRA,","Helsana BeneFit PLUS Hausarzt,COMPLETA,HOSPITAL ECO,HOSPITAL EXTRA,","KVGO,VVG,VVG,VVG,","415.35,51.25,3.15,11,",480.75,E197717 rappjmed AG ,300
100113472,100112497,Kereka,Gomes Martins,,,9/16/2017,m,DE,Adelheid-Page-Strasse,17,6330,Cham,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,","KVGO,VVG,VVG,VVG,VVG,","103.95,22.6,29.6,9.35,0,",165.5,C053309 Bohn Georg,0
100113472,100113472,Kereka,Willem,41987228918,Willem.Kereka@mymail.com,1/17/1992,m,DE,Adelheid-Page-Strasse,17,6330,Cham,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,"COMPLETA,HOSPITAL ECO,","Helsana BeneFit PLUS Telemedizin,COMPLETA,HOSPITAL ECO,","KVGO,VVG,VVG,","387.65,37.45,4.05,",429.15,  ,300
100113472,100777650,Kereka,Afrodita,,,1/12/2020,w,DE,Adelheid-Page-Strasse,17,6330,Cham,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,","KVGO,VVG,VVG,VVG,VVG,","103.95,22.6,16.85,9.35,0,",152.75,C053309 Bohn Georg,0
100127321,100127321,Pourchot,Fabian Jean Yannick,41984118597,Fabian.Pourchot@mymail.com,2/19/1991,m,DE,Schulstrasse,19,8307,Effretikon,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,"COMPLETA,COMPLETA EXTRA,HOSPITAL ECO,","Helsana BeneFit PLUS Telemedizin,COMPLETA,COMPLETA EXTRA,HOSPITAL ECO,","KVGO,VVG,VVG,VVG,","281.65,42.15,24.1,2.9,",350.8,  ,2500
100129614,61475408,Rossier,Marceli,,,7/13/1997,w,DE,Renggeli,1,6052,Hergiswil NW,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,COMPLETA EXTRA,DENTAplus,HOSPITAL Halbprivat,PREVEA Unfall,","Helsana BeneFit PLUS Hausarzt,COMPLETA,COMPLETA EXTRA,DENTAplus,HOSPITAL Halbprivat,PREVEA Unfall,","KVGO,VVG,VVG,VVG,VVG,VVG,","456.85,41.2,21.15,11.8,62.7,9.95,",603.65,Y153907 Flüeler Daniel,300
100129614,100129614,Anrig,Kresimir,41984740444,Kresimir.Anrig@mymail.com,11/11/1984,m,DE,Renggeli,1,6052,Hergiswil NW,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"COMPLETA,COMPLETA EXTRA,HOSPITAL EXTRA,HOSPITAL FLEX,PREVEA Unfall,","Helsana BeneFit PLUS Hausarzt,COMPLETA,COMPLETA EXTRA,HOSPITAL EXTRA,HOSPITAL FLEX,PREVEA Unfall,","KVGO,VVG,VVG,VVG,VVG,VVG,","424.55,38.4,22.45,10.8,16.8,11.6,",524.6,A007607 Glatting Gottfried,300
100129614,100129615,Anrig,Marc,,,5/21/2017,m,DE,Renggeli,1,6052,Hergiswil NW,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL PLUS,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,PRIMEO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL PLUS,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,PRIMEO,","KVGO,VVG,VVG,VVG,VVG,VVG,VVG,VVG,","110.15,22.6,8.35,9,0,4.3,4.5,5.45,",164.35,X007507 Zwyssig Bettina,0
100132645,100132645,Ajdini,Harrison,41982605425,Harrison.Ajdini@mymail.com,12/31/1982,m,FR,Chemin des Mares,64,1220,Divonne-les-Bains,FR,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
100132645,100132649,Ajdini,Sonia Manuela,,,9/6/1978,w,FR,Chemin des Mares,64,1220,Divonne-les-Bains,FR,,,,,,,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
100132645,100132655,Ajdini,Donijeta,,,6/19/2016,w,FR,Chemin des Mares,64,1220,Divonne-les-Bains,FR,,,,,,,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","51,",51,  ,0
100132645,100826579,Ajdini,Kim Lukas,,,6/13/2020,m,FR,Chemin des Mares,64,1220,Divonne-les-Bains,FR,,,,,,,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","51,",51,  ,0
100282520,100282520,Michaud,Monique,41982627798,Monique.Michaud@mymail.com,9/12/1994,w,FR,Chemin de Gravelone,2,1950,Sion,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,"COMPLETA,DENTAplus,HOSPITAL PLUS,","Helsana BeneFit PLUS Telemedizin,COMPLETA,DENTAplus,HOSPITAL PLUS,","KVGO,VVG,VVG,VVG,","304.55,51.5,13.1,57.1,",426.25,  ,2500
100309572,100309572,Rondeau,Matthieu,41984135173,Matthieu.Rondeau@mymail.com,11/26/1983,m,IT,Check-in,3,8302,Kloten,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BeneFit PLUS Hausarzt,"COMPLETA,COMPLETA EXTRA,DENTAplus,HOSPITAL Halbprivat,","Helsana BeneFit PLUS Hausarzt,COMPLETA,COMPLETA EXTRA,DENTAplus,HOSPITAL Halbprivat,","KVGO,VVG,VVG,VVG,VVG,","320.55,39.75,22.8,11.7,58.1,",452.9,B175431 Zentralpraxis Wallisellen AG ,2500
100309572,100471384,Pusch,Claudia Barbara,,,3/27/1988,w,IT,Check-in,3,8302,Kloten,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,COMPLETA EXTRA,DENTAplus,HOSPITAL Halbprivat,","Helsana BeneFit PLUS Hausarzt,COMPLETA,COMPLETA EXTRA,DENTAplus,HOSPITAL Halbprivat,","KVGO,VVG,VVG,VVG,VVG,","345.05,41.45,21.2,13.25,77.5,",498.45,B175431 Zentralpraxis Wallisellen AG ,2500
100309572,101005972,Pusch,Loïc,,,6/19/2021,m,IT,Check-in,3,8302,Kloten,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL Privat,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL Privat,","KVGO,VVG,VVG,VVG,","117.05,21.75,18.1,",178.65,K001201 Truffer-Richard Béatrice,0
100359468,100359468,Brugger,Marcel,41986136180,Marcel.Brugger@mymail.com,8/23/1980,m,EN,Impasse du Ruisseau,152,1170,Gex,FR,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
100359468,100359469,Brugger,Giovanna,,,8/23/1980,w,EN,Impasse du Ruisseau,152,1170,Gex,FR,,,,,,,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","204,",204,  ,300
100359468,100359470,Brugger,Rebecca,,,1/24/2010,w,EN,Impasse du Ruisseau,152,1170,Gex,FR,,,,,,,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","51,",51,  ,0
100395785,100395785,Rios,Selina,,,2/14/1973,w,FR,Place des Alpes,2,1201,Genève,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"COMPLETA,HOSPITAL ECO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,HOSPITAL ECO,","KVGO,VVG,VVG,","529.05,57.9,4.1,",591.05,K362825 Roncin Jean-Philippe,300
100422497,60896681,Selma Torres Da Silva,Claudia,,,1/9/1994,w,DE,Michael-Maggi-Strasse,10,8046,Zürich,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"HOSPITAL ECO,TOP,","Helsana BeneFit PLUS Hausarzt,HOSPITAL ECO,TOP,","KVGO,VVG,VVG,","397.35,2.6,13.25,",413.2,H995601 Monvia Gesundheitszentrum Wallisellen ,2500
100422497,100422497,Grunder,Anton,419822682782,Anton.Grunder@mymail.com,9/3/1988,m,DE,Michael-Maggi-Strasse,10,8046,Zürich,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BeneFit PLUS Hausarzt,"HOSPITAL ECO,TOP,","Helsana BeneFit PLUS Hausarzt,HOSPITAL ECO,TOP,","KVGO,VVG,VVG,","358.25,2.7,12.15,",373.1,E400201 Aslan Haluk,2500
100422497,100422499,Grunder,Yusuf Dogan,,,10/26/2014,m,DE,Michael-Maggi-Strasse,10,8046,Zürich,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,PRIMEO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,PRIMEO,","KVGO,VVG,VVG,VVG,VVG,VVG,VVG,VVG,","127.35,22.6,29.6,13.3,0,4.3,4.5,5.45,",207.1,Q063001 Bovet Vetter Monique,0
100422497,100422500,Grunder,Akbar,,,6/19/2016,m,DE,Michael-Maggi-Strasse,10,8046,Zürich,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,PRIMEO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,PRIMEO,","KVGO,VVG,VVG,VVG,VVG,VVG,VVG,VVG,","127.35,22.6,29.6,13.3,0,4.3,4.5,5.45,",207.1,Q063001 Bovet Vetter Monique,0
100422497,100766947,Grunder,Faduma,,,2/1/2020,w,DE,Michael-Maggi-Strasse,10,8046,Zürich,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,PRIMEO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,PRIMEO,","KVGO,VVG,VVG,VVG,VVG,VVG,VVG,VVG,","47.75,22.6,16.85,13.3,0,4.3,4.5,5.45,",114.75,Q063001 Bovet Vetter Monique,0
100422497,101369397,Grunder,Olivia,,,2/28/2023,w,DE,Michael-Maggi-Strasse,10,8046,Zürich,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,","KVGO,VVG,VVG,VVG,VVG,VVG,VVG,","47.75,22.6,16.85,13.3,0,4.3,4.5,",109.3,Q063001 Bovet Vetter Monique,0
100423138,100423138,Mohamed Ali,Nathan,41986708565,Nathan.MohamedAli@mymail.com,2/18/1990,m,FR,Route de pré paradis,140,74160,Vers,FR,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
100423138,100727760,Mohamed Ali,Amar,,,9/8/2018,m,FR,Route de pré paradis,140,74160,Vers,FR,,,,,,,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","51,",51,  ,0
100423138,101023028,Mohamed Ali,Magali,,,8/7/2021,w,FR,Route de pré paradis,140,74160,Vers,FR,,,,,,,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","51,",51,  ,0
100457022,100224838,Kläy-Uster,Martin,,,3/20/2005,m,DE,Eymattstrasse,9,3027,Bern,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,COMPLETA EXTRA,HOSPITAL ECO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,COMPLETA EXTRA,HOSPITAL ECO,","KVGO,VVG,VVG,VVG,","399.15,22.75,17.35,1.5,",440.75,T267002 Winkler Matthias,300
100457022,100457022,Kläy-Uster,Margrit,,,10/19/1969,w,DE,Eymattstrasse,9,3027,Bern,CH,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,,"Helsana BeneFit PLUS Hausarzt,","KVGO,","489.35,",489.35,B287802 Azemi Fadil,300
100483449,100483449,Shakhov,Konstantin,41984184172,Konstantin.Shakhov@mymail.com,2/6/1983,m,FR,Sägestrasse,14,2542,Pieterlen,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","321.95,",321.95,  ,2500
100483449,100484768,Dewhirst,Ritva,,,1/26/1991,w,FR,Sägestrasse,14,2542,Pieterlen,CH,,,,,,,,Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","321.95,",321.95,  ,2500
100483449,100488116,Dewhirst,Hélène,,,2/3/2019,w,FR,Sägestrasse,14,2542,Pieterlen,CH,,,,,,,,Helsana BeneFit PLUS Telemedizin,"COMPLETA,DENTAplus,HOSPITAL ECO,","Helsana BeneFit PLUS Telemedizin,COMPLETA,DENTAplus,HOSPITAL ECO,","KVGO,VVG,VVG,VVG,","114.65,24,12.35,.75,",151.75,  ,0
100483449,101162128,Dewhirst,Lilian,,,2/28/2016,w,EN,Sägestrasse,14,2542,Pieterlen,CH,,,,,,,,Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","114.65,",114.65,  ,0
100577236,100577236,Bornet,Vito,41982121804,Vito.Bornet@mymail.com,11/23/1966,m,IT,Via Dogana,15,6854,S. Pietro,CH,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"COMPLETA,HOSPITAL ECO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,HOSPITAL ECO,","KVGO,VVG,VVG,","380.15,62.5,10.1,",452.75,D220121 Rossi Carraro Chiara,2500
100577236,100577237,Vieira Cosandier,Judith,41981184338,Judith.VieiraCosandier@mymail.com,11/7/1971,w,IT,Via Dogana,15,6854,S. Pietro,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,HOSPITAL ECO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,HOSPITAL ECO,","KVGO,VVG,VVG,","380.15,63.8,9.2,",453.15,D220121 Rossi Carraro Chiara,2500
100577236,100577238,Vieira Cosandier,Luca,,,1/30/2011,m,IT,Via Dogana,15,6854,S. Pietro,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL Privat,Helsana Advocare EXTRA,PREVEA Unfall,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL Privat,Helsana Advocare EXTRA,PREVEA Unfall,","KVGO,VVG,VVG,VVG,VVG,VVG,","141.75,27.25,25.55,12.9,0,4.5,",211.95,Z056821 Ferrazzini Giovanna,0
100580612,100580612,Rodriguez Leyton,Ederlinda,41982678717,Ederlinda.RodriguezLeyton@mymail.com,1/27/1974,w,DE,Kreuzäckerstrasse,5,8957,Spreitenbach,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"COMPLETA,HOSPITAL Privat,","Helsana BeneFit PLUS Hausarzt,COMPLETA,HOSPITAL Privat,","KVGO,VVG,VVG,","428.45,53.4,108.15,",590,E317719 Kraszewski Arztpraxis AG ,300
100585643,100585643,Trinler,Christoph Scott,41983756858,ChristophScott.Trinler@mymail.com,5/24/1987,m,EN,Ruelle du Flon,8,1003,Lausanne,CH,Standardzahler,QR-Rechnung,,,ASR (Auszahlungsscheck),,,Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","374.15,",374.15,  ,2500
100682854,100682854,Puric,Dawa Tashi,,,7/9/1940,m,FR,Mont-du-Lac,9,1342,Le Pont,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,,"Helsana BeneFit PLUS Hausarzt,","KVGO,","500.25,",500.25,W673422 Baltariu Gabriel Mihai,300
100682854,100682855,Puric,Elma,,,9/5/1947,w,FR,Mont-du-Lac,9,1342,Le Pont,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,,"Helsana BeneFit PLUS Hausarzt,","KVGO,","536.45,",536.45,X059322 Traub Zwahlen Marie-Claire,300
100685562,100685562,Baaom,Ganimete,,,1/11/1976,w,DE,Pestalozzistrasse,2,5200,Brugg AG,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","445.15,",445.15,  ,300
100685562,100685563,Baaom,Victoria,,,8/18/2010,w,DE,Pestalozzistrasse,2,5200,Brugg AG,CH,,,,,,,,Helsana BeneFit PLUS Telemedizin,"HOSPITAL ECO,Helsana Advocare EXTRA,TOP,","Helsana BeneFit PLUS Telemedizin,HOSPITAL ECO,Helsana Advocare EXTRA,TOP,","KVGO,VVG,VVG,VVG,","107.25,1.05,0,11.75,",120.05,  ,0
100685562,100685564,Baaom,Lian,,,8/5/2012,m,DE,Pestalozzistrasse,2,5200,Brugg AG,CH,,,,,,,,Helsana BeneFit PLUS Telemedizin,"HOSPITAL ECO,Helsana Advocare EXTRA,TOP,","Helsana BeneFit PLUS Telemedizin,HOSPITAL ECO,Helsana Advocare EXTRA,TOP,","KVGO,VVG,VVG,VVG,","107.25,1.05,0,11.75,",120.05,  ,0
100690255,100690255,Langhart,Magali,,,7/6/1972,w,FR,rooute nationale,45,74500,Lugrin,FR,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
100776352,100776352,Sulimanovski,Gazmend,,,10/23/1986,m,FR,Rue Pottier,7,1870,Monthey,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,"COMPLETA,HOSPITAL ECO,","Helsana BeneFit PLUS Telemedizin,COMPLETA,HOSPITAL ECO,","KVGO,VVG,VVG,","304.55,43.2,2.4,",350.15,  ,2500
100776352,100776353,Sulimanovski,Lurdes da Conç,41981315047,Lurdes.Sulimanovski@mymail.com,4/16/1989,w,FR,Rue Pottier,7,1870,Monthey,CH,,,,,,,,Helsana BeneFit PLUS Telemedizin,"COMPLETA,HOSPITAL ECO,","Helsana BeneFit PLUS Telemedizin,COMPLETA,HOSPITAL ECO,","KVGO,VVG,VVG,","304.55,48.65,2.3,",355.5,  ,2500
100787296,100787296,Straubhaar Huguenin-Elie,Caroline,,,6/13/1999,w,DE,Champ-Fleuri,2,1791,Courtaman,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"COMPLETA,HOSPITAL ECO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,HOSPITAL ECO,","KVGO,VVG,VVG,","375.45,31.85,3.8,",411.1,G171410 Todorov Stojan,300
100787296,100967188,Geiger,Walter,,,2/6/2021,m,DE,Champ-Fleuri,2,1791,Courtaman,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL ECO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL ECO,","KVGO,VVG,VVG,VVG,","113.55,21.75,16.3,1.95,",153.55,Q164510 Pedikids GmbH ,0
100787296,101242360,Geiger,Piotr,,,6/26/2022,m,DE,Champ-Fleuri,2,1791,Courtaman,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,HOSPITAL ECO,","Helsana BeneFit PLUS Hausarzt,COMPLETA,HOSPITAL ECO,","KVGO,VVG,VVG,","113.55,24,2,",139.55,Q164510 Pedikids GmbH ,0
